Day,Month,Cases,Label
24,3,6,AF
23,3,10,AF
22,3,0,AF
21,3,2,AF
20,3,0,AF
19,3,0,AF
18,3,1,AF
17,3,5,AF
16,3,6,AF
15,3,3,AF
11,3,3,AF
8,3,3,AF
2,3,0,AF
1,3,0,AF
29,2,0,AF
28,2,0,AF
27,2,0,AF
26,2,0,AF
25,2,1,AF
24,2,0,AF
23,2,0,AF
22,2,0,AF
21,2,0,AF
20,2,0,AF
19,2,0,AF
18,2,0,AF
17,2,0,AF
16,2,0,AF
15,2,0,AF
14,2,0,AF
13,2,0,AF
12,2,0,AF
11,2,0,AF
10,2,0,AF
9,2,0,AF
8,2,0,AF
7,2,0,AF
6,2,0,AF
5,2,0,AF
4,2,0,AF
3,2,0,AF
2,2,0,AF
1,2,0,AF
31,1,0,AF
30,1,0,AF
29,1,0,AF
28,1,0,AF
27,1,0,AF
26,1,0,AF
25,1,0,AF
24,1,0,AF
23,1,0,AF
22,1,0,AF
21,1,0,AF
20,1,0,AF
19,1,0,AF
18,1,0,AF
17,1,0,AF
16,1,0,AF
15,1,0,AF
14,1,0,AF
13,1,0,AF
12,1,0,AF
11,1,0,AF
10,1,0,AF
9,1,0,AF
8,1,0,AF
7,1,0,AF
6,1,0,AF
5,1,0,AF
4,1,0,AF
3,1,0,AF
2,1,0,AF
1,1,0,AF
31,12,0,AF
24,3,0,AO
23,3,0,AO
22,3,2,AO
24,3,11,AL
23,3,13,AL
22,3,6,AL
21,3,0,AL
20,3,11,AL
19,3,4,AL
18,3,4,AL
17,3,9,AL
16,3,4,AL
15,3,5,AL
14,3,10,AL
13,3,12,AL
12,3,1,AL
11,3,4,AL
10,3,4,AL
9,3,2,AL
24,3,20,AD
23,3,25,AD
22,3,13,AD
21,3,0,AD
20,3,22,AD
19,3,39,AD
18,3,0,AD
17,3,9,AD
16,3,3,AD
14,3,1,AD
3,3,1,AD
24,3,35,AR
23,3,41,AR
22,3,67,AR
21,3,30,AR
20,3,31,AR
19,3,18,AR
18,3,14,AR
17,3,9,AR
16,3,11,AR
15,3,11,AR
14,3,3,AR
13,3,12,AR
11,3,7,AR
9,3,3,AR
8,3,1,AR
7,3,6,AR
6,3,1,AR
4,3,1,AR
24,3,4,AM
23,3,30,AM
22,3,24,AM
21,3,14,AM
20,3,7,AM
24,3,0,AG
23,3,0,AG
22,3,0,AG
21,3,0,AG
15,3,1,AG
24,3,87,DZ
23,3,8,DZ
22,3,0,DZ
21,3,12,DZ
20,3,9,DZ
19,3,13,DZ
18,3,0,DZ
17,3,12,DZ
16,3,11,DZ
15,3,11,DZ
14,3,2,DZ
13,3,4,DZ
12,3,0,DZ
9,3,3,DZ
6,3,5,DZ
5,3,7,DZ
4,3,2,DZ
2,3,2,DZ
1,3,0,DZ
29,2,0,DZ
28,2,0,DZ
27,2,0,DZ
26,2,1,DZ
25,2,0,DZ
24,2,0,DZ
23,2,0,DZ
22,2,0,DZ
21,2,0,DZ
20,2,0,DZ
19,2,0,DZ
18,2,0,DZ
17,2,0,DZ
16,2,0,DZ
15,2,0,DZ
14,2,0,DZ
13,2,0,DZ
12,2,0,DZ
11,2,0,DZ
10,2,0,DZ
9,2,0,DZ
8,2,0,DZ
7,2,0,DZ
6,2,0,DZ
5,2,0,DZ
4,2,0,DZ
3,2,0,DZ
2,2,0,DZ
1,2,0,DZ
31,1,0,DZ
30,1,0,DZ
29,1,0,DZ
28,1,0,DZ
27,1,0,DZ
26,1,0,DZ
25,1,0,DZ
24,1,0,DZ
23,1,0,DZ
22,1,0,DZ
21,1,0,DZ
20,1,0,DZ
19,1,0,DZ
18,1,0,DZ
17,1,0,DZ
16,1,0,DZ
15,1,0,DZ
14,1,0,DZ
13,1,0,DZ
12,1,0,DZ
11,1,0,DZ
10,1,0,DZ
9,1,0,DZ
8,1,0,DZ
7,1,0,DZ
6,1,0,DZ
5,1,0,DZ
4,1,0,DZ
3,1,0,DZ
2,1,0,DZ
1,1,0,DZ
31,12,0,DZ
19,3,37,AM
18,3,26,AM
17,3,22,AM
16,3,10,AM
15,3,7,AM
14,3,7,AM
13,3,2,AM
12,3,3,AM
2,3,0,AM
1,3,1,AM
29,2,0,AM
28,2,0,AM
27,2,0,AM
26,2,0,AM
25,2,0,AM
24,2,0,AM
23,2,0,AM
22,2,0,AM
21,2,0,AM
20,2,0,AM
19,2,0,AM
18,2,0,AM
17,2,0,AM
16,2,0,AM
15,2,0,AM
14,2,0,AM
13,2,0,AM
12,2,0,AM
11,2,0,AM
10,2,0,AM
9,2,0,AM
8,2,0,AM
7,2,0,AM
6,2,0,AM
5,2,0,AM
4,2,0,AM
3,2,0,AM
2,2,0,AM
1,2,0,AM
31,1,0,AM
30,1,0,AM
29,1,0,AM
28,1,0,AM
27,1,0,AM
26,1,0,AM
25,1,0,AM
24,1,0,AM
23,1,0,AM
22,1,0,AM
21,1,0,AM
20,1,0,AM
19,1,0,AM
18,1,0,AM
17,1,0,AM
16,1,0,AM
15,1,0,AM
14,1,0,AM
13,1,0,AM
12,1,0,AM
11,1,0,AM
10,1,0,AM
9,1,0,AM
8,1,0,AM
7,1,0,AM
6,1,0,AM
5,1,0,AM
4,1,0,AM
3,1,0,AM
2,1,0,AM
1,1,0,AM
31,12,0,AM
24,3,114,AU
23,3,611,AU
22,3,224,AU
21,3,165,AU
20,3,144,AU
19,3,111,AU
18,3,79,AU
17,3,77,AU
16,3,49,AU
15,3,52,AU
14,3,41,AU
13,3,30,AU
12,3,14,AU
11,3,12,AU
10,3,20,AU
9,3,6,AU
8,3,11,AU
7,3,4,AU
6,3,7,AU
5,3,11,AU
4,3,8,AU
3,3,4,AU
2,3,3,AU
1,3,1,AU
29,2,2,AU
28,2,0,AU
27,2,1,AU
26,2,0,AU
25,2,0,AU
24,2,0,AU
23,2,1,AU
22,2,4,AU
21,2,2,AU
20,2,0,AU
19,2,0,AU
18,2,0,AU
17,2,0,AU
16,2,0,AU
15,2,0,AU
14,2,1,AU
13,2,0,AU
12,2,0,AU
11,2,0,AU
10,2,0,AU
9,2,0,AU
8,2,0,AU
7,2,1,AU
6,2,1,AU
5,2,1,AU
4,2,0,AU
3,2,0,AU
2,2,2,AU
1,2,2,AU
31,1,1,AU
30,1,2,AU
29,1,0,AU
28,1,0,AU
27,1,0,AU
26,1,3,AU
25,1,1,AU
24,1,0,AU
23,1,0,AU
22,1,0,AU
21,1,0,AU
20,1,0,AU
19,1,0,AU
18,1,0,AU
17,1,0,AU
16,1,0,AU
15,1,0,AU
14,1,0,AU
13,1,0,AU
12,1,0,AU
11,1,0,AU
10,1,0,AU
9,1,0,AU
8,1,0,AU
7,1,0,AU
6,1,0,AU
5,1,0,AU
4,1,0,AU
3,1,0,AU
2,1,0,AU
1,1,0,AU
31,12,0,AU
24,3,855,AT
23,3,607,AT
22,3,375,AT
21,3,453,AT
20,3,550,AT
19,3,314,AT
18,3,316,AT
17,3,156,AT
16,3,205,AT
15,3,151,AT
14,3,143,AT
13,3,115,AT
12,3,64,AT
11,3,51,AT
10,3,29,AT
9,3,3,AT
8,3,25,AT
7,3,33,AT
6,3,12,AT
5,3,5,AT
4,3,6,AT
3,3,4,AT
2,3,4,AT
1,3,3,AT
29,2,2,AT
28,2,3,AT
27,2,0,AT
26,2,2,AT
25,2,0,AT
24,2,0,AT
23,2,0,AT
22,2,0,AT
21,2,0,AT
20,2,0,AT
19,2,0,AT
18,2,0,AT
17,2,0,AT
16,2,0,AT
15,2,0,AT
14,2,0,AT
13,2,0,AT
12,2,0,AT
11,2,0,AT
10,2,0,AT
9,2,0,AT
8,2,0,AT
7,2,0,AT
6,2,0,AT
5,2,0,AT
4,2,0,AT
3,2,0,AT
2,2,0,AT
1,2,0,AT
31,1,0,AT
30,1,0,AT
29,1,0,AT
28,1,0,AT
27,1,0,AT
26,1,0,AT
25,1,0,AT
24,1,0,AT
23,1,0,AT
22,1,0,AT
21,1,0,AT
20,1,0,AT
19,1,0,AT
18,1,0,AT
17,1,0,AT
16,1,0,AT
15,1,0,AT
14,1,0,AT
13,1,0,AT
12,1,0,AT
11,1,0,AT
10,1,0,AT
9,1,0,AT
8,1,0,AT
7,1,0,AT
6,1,0,AT
5,1,0,AT
4,1,0,AT
3,1,0,AT
2,1,0,AT
1,1,0,AT
31,12,0,AT
24,3,7,AZ
23,3,12,AZ
22,3,9,AZ
21,3,0,AZ
20,3,10,AZ
19,3,6,AZ
18,3,9,AZ
17,3,0,AZ
16,3,0,AZ
15,3,6,AZ
13,3,0,AZ
12,3,2,AZ
11,3,2,AZ
7,3,3,AZ
6,3,3,AZ
2,3,2,AZ
1,3,0,AZ
29,2,1,AZ
28,2,0,AZ
27,2,0,AZ
26,2,0,AZ
25,2,0,AZ
24,2,0,AZ
23,2,0,AZ
22,2,0,AZ
21,2,0,AZ
20,2,0,AZ
19,2,0,AZ
18,2,0,AZ
17,2,0,AZ
16,2,0,AZ
15,2,0,AZ
14,2,0,AZ
13,2,0,AZ
12,2,0,AZ
11,2,0,AZ
10,2,0,AZ
9,2,0,AZ
8,2,0,AZ
7,2,0,AZ
6,2,0,AZ
5,2,0,AZ
4,2,0,AZ
3,2,0,AZ
2,2,0,AZ
1,2,0,AZ
31,1,0,AZ
30,1,0,AZ
29,1,0,AZ
28,1,0,AZ
27,1,0,AZ
26,1,0,AZ
25,1,0,AZ
24,1,0,AZ
23,1,0,AZ
22,1,0,AZ
21,1,0,AZ
20,1,0,AZ
19,1,0,AZ
18,1,0,AZ
17,1,0,AZ
16,1,0,AZ
15,1,0,AZ
14,1,0,AZ
13,1,0,AZ
12,1,0,AZ
11,1,0,AZ
10,1,0,AZ
9,1,0,AZ
8,1,0,AZ
7,1,0,AZ
6,1,0,AZ
5,1,0,AZ
4,1,0,AZ
3,1,0,AZ
2,1,0,AZ
1,1,0,AZ
31,12,0,AZ
24,3,0,BS
23,3,0,BS
22,3,0,BS
21,3,1,BS
20,3,2,BS
17,3,0,BS
16,3,1,BS
24,3,5,BH
23,3,28,BH
22,3,21,BH
21,3,16,BH
20,3,13,BH
19,3,19,BH
18,3,16,BH
17,3,7,BH
16,3,3,BH
15,3,1,BH
14,3,48,BH
13,3,0,BH
12,3,52,BH
11,3,1,BH
10,3,30,BH
9,3,16,BH
8,3,7,BH
7,3,4,BH
6,3,0,BH
5,3,3,BH
4,3,2,BH
2,3,6,BH
1,3,3,BH
29,2,5,BH
28,2,0,BH
27,2,10,BH
26,2,21,BH
25,2,1,BH
24,2,1,BH
23,2,0,BH
22,2,0,BH
21,2,0,BH
20,2,0,BH
19,2,0,BH
18,2,0,BH
17,2,0,BH
16,2,0,BH
15,2,0,BH
14,2,0,BH
13,2,0,BH
12,2,0,BH
11,2,0,BH
10,2,0,BH
9,2,0,BH
8,2,0,BH
7,2,0,BH
6,2,0,BH
5,2,0,BH
4,2,0,BH
3,2,0,BH
2,2,0,BH
1,2,0,BH
31,1,0,BH
30,1,0,BH
29,1,0,BH
28,1,0,BH
27,1,0,BH
26,1,0,BH
25,1,0,BH
24,1,0,BH
23,1,0,BH
22,1,0,BH
21,1,0,BH
20,1,0,BH
19,1,0,BH
18,1,0,BH
17,1,0,BH
16,1,0,BH
15,1,0,BH
14,1,0,BH
13,1,0,BH
12,1,0,BH
11,1,0,BH
10,1,0,BH
9,1,0,BH
8,1,0,BH
7,1,0,BH
6,1,0,BH
5,1,0,BH
4,1,0,BH
3,1,0,BH
2,1,0,BH
1,1,0,BH
31,12,0,BH
24,3,6,BD
23,3,3,BD
22,3,7,BD
21,3,7,BD
20,3,0,BD
19,3,2,BD
18,3,3,BD
17,3,2,BD
15,3,0,BD
9,3,3,BD
24,3,0,BB
23,3,3,BB
22,3,8,BB
21,3,4,BB
20,3,1,BB
19,3,0,BB
18,3,1,BB
24,3,5,BY
23,3,0,BY
22,3,19,BY
21,3,0,BY
20,3,11,BY
19,3,10,BY
18,3,0,BY
17,3,9,BY
16,3,6,BY
13,3,9,BY
12,3,3,BY
11,3,3,BY
5,3,2,BY
4,3,3,BY
2,3,0,BY
1,3,0,BY
29,2,0,BY
28,2,1,BY
27,2,0,BY
26,2,0,BY
25,2,0,BY
24,2,0,BY
23,2,0,BY
22,2,0,BY
21,2,0,BY
20,2,0,BY
19,2,0,BY
18,2,0,BY
17,2,0,BY
16,2,0,BY
15,2,0,BY
14,2,0,BY
13,2,0,BY
12,2,0,BY
11,2,0,BY
10,2,0,BY
9,2,0,BY
8,2,0,BY
7,2,0,BY
6,2,0,BY
5,2,0,BY
4,2,0,BY
3,2,0,BY
2,2,0,BY
1,2,0,BY
31,1,0,BY
30,1,0,BY
29,1,0,BY
28,1,0,BY
27,1,0,BY
26,1,0,BY
25,1,0,BY
24,1,0,BY
23,1,0,BY
22,1,0,BY
21,1,0,BY
20,1,0,BY
19,1,0,BY
18,1,0,BY
17,1,0,BY
16,1,0,BY
15,1,0,BY
14,1,0,BY
13,1,0,BY
12,1,0,BY
11,1,0,BY
10,1,0,BY
9,1,0,BY
8,1,0,BY
7,1,0,BY
6,1,0,BY
5,1,0,BY
4,1,0,BY
3,1,0,BY
2,1,0,BY
1,1,0,BY
31,12,0,BY
24,3,342,BE
23,3,586,BE
22,3,558,BE
21,3,462,BE
20,3,309,BE
19,3,243,BE
18,3,158,BE
17,3,199,BE
16,3,197,BE
15,3,130,BE
14,3,160,BE
13,3,85,BE
12,3,47,BE
11,3,28,BE
10,3,39,BE
9,3,31,BE
8,3,60,BE
7,3,59,BE
6,3,27,BE
5,3,10,BE
4,3,5,BE
3,3,6,BE
2,3,1,BE
1,3,0,BE
29,2,0,BE
28,2,0,BE
27,2,0,BE
26,2,0,BE
25,2,0,BE
24,2,0,BE
23,2,0,BE
22,2,0,BE
21,2,0,BE
20,2,0,BE
19,2,0,BE
18,2,0,BE
17,2,0,BE
16,2,0,BE
15,2,0,BE
14,2,0,BE
13,2,0,BE
12,2,0,BE
11,2,0,BE
10,2,0,BE
9,2,0,BE
8,2,0,BE
7,2,0,BE
6,2,0,BE
5,2,0,BE
4,2,1,BE
3,2,0,BE
2,2,0,BE
1,2,0,BE
31,1,0,BE
30,1,0,BE
29,1,0,BE
28,1,0,BE
27,1,0,BE
26,1,0,BE
25,1,0,BE
24,1,0,BE
23,1,0,BE
22,1,0,BE
21,1,0,BE
20,1,0,BE
19,1,0,BE
18,1,0,BE
17,1,0,BE
16,1,0,BE
15,1,0,BE
14,1,0,BE
13,1,0,BE
12,1,0,BE
11,1,0,BE
10,1,0,BE
9,1,0,BE
8,1,0,BE
7,1,0,BE
6,1,0,BE
5,1,0,BE
4,1,0,BE
3,1,0,BE
2,1,0,BE
1,1,0,BE
31,12,0,BE
24,3,1,BZ
24,3,3,BJ
23,3,0,BJ
22,3,0,BJ
21,3,0,BJ
20,3,1,BJ
19,3,0,BJ
18,3,0,BJ
17,3,1,BJ
24,3,0,BM
23,3,4,BM
22,3,0,BM
21,3,0,BM
20,3,2,BM
24,3,0,BT
23,3,0,BT
22,3,0,BT
21,3,1,BT
20,3,0,BT
19,3,0,BT
18,3,0,BT
17,3,0,BT
15,3,0,BT
13,3,0,BT
6,3,1,BT
24,3,1,BO
23,3,7,BO
22,3,1,BO
21,3,4,BO
20,3,3,BO
19,3,0,BO
18,3,1,BO
17,3,1,BO
15,3,0,BO
14,3,7,BO
13,3,1,BO
12,3,2,BO
24,3,4,BA
23,3,33,BA
22,3,48,BA
21,3,0,BA
20,3,8,BA
19,3,15,BA
18,3,0,BA
17,3,3,BA
16,3,15,BA
13,3,0,BA
12,3,1,BA
6,3,2,BA
24,3,345,BR
23,3,418,BR
22,3,224,BR
21,3,283,BR
20,3,193,BR
19,3,137,BR
18,3,57,BR
17,3,34,BR
16,3,79,BR
15,3,23,BR
14,3,21,BR
13,3,25,BR
12,3,18,BR
11,3,9,BR
9,3,12,BR
8,3,0,BR
7,3,5,BR
6,3,5,BR
5,3,1,BR
2,3,0,BR
1,3,1,BR
29,2,0,BR
28,2,0,BR
27,2,0,BR
26,2,1,BR
25,2,0,BR
24,2,0,BR
23,2,0,BR
22,2,0,BR
21,2,0,BR
20,2,0,BR
19,2,0,BR
18,2,0,BR
17,2,0,BR
16,2,0,BR
15,2,0,BR
14,2,0,BR
13,2,0,BR
12,2,0,BR
11,2,0,BR
10,2,0,BR
9,2,0,BR
8,2,0,BR
7,2,0,BR
6,2,0,BR
5,2,0,BR
4,2,0,BR
3,2,0,BR
2,2,0,BR
1,2,0,BR
31,1,0,BR
30,1,0,BR
29,1,0,BR
28,1,0,BR
27,1,0,BR
26,1,0,BR
25,1,0,BR
24,1,0,BR
23,1,0,BR
22,1,0,BR
21,1,0,BR
20,1,0,BR
19,1,0,BR
18,1,0,BR
17,1,0,BR
16,1,0,BR
15,1,0,BR
14,1,0,BR
13,1,0,BR
12,1,0,BR
11,1,0,BR
10,1,0,BR
9,1,0,BR
8,1,0,BR
7,1,0,BR
6,1,0,BR
5,1,0,BR
4,1,0,BR
3,1,0,BR
2,1,0,BR
1,1,0,BR
31,12,0,BR
24,3,3,BN
23,3,5,BN
22,3,5,BN
21,3,5,BN
20,3,5,BN
19,3,12,BN
18,3,2,BN
17,3,4,BN
16,3,10,BN
15,3,3,BN
14,3,12,BN
13,3,14,BN
12,3,10,BN
10,3,1,BN
24,3,16,BG
23,3,22,BG
22,3,36,BG
21,3,22,BG
20,3,13,BG
19,3,11,BG
18,3,19,BG
17,3,11,BG
16,3,10,BG
15,3,10,BG
14,3,8,BG
13,3,16,BG
12,3,3,BG
9,3,2,BG
8,3,2,BG
24,3,11,BF
23,3,0,BF
22,3,24,BF
21,3,7,BF
20,3,7,BF
19,3,6,BF
18,3,0,BF
17,3,17,BF
16,3,0,BF
15,3,1,BF
12,3,0,BF
11,3,2,BF
24,3,1,KH
23,3,35,KH
22,3,4,KH
21,3,23,KH
20,3,0,KH
19,3,0,KH
18,3,0,KH
17,3,12,KH
16,3,5,KH
15,3,2,KH
13,3,2,KH
12,3,1,KH
8,3,1,KH
2,3,0,KH
1,3,0,KH
29,2,0,KH
28,2,0,KH
27,2,0,KH
26,2,0,KH
25,2,0,KH
24,2,0,KH
23,2,0,KH
22,2,0,KH
21,2,0,KH
20,2,0,KH
19,2,0,KH
18,2,0,KH
17,2,0,KH
16,2,0,KH
15,2,0,KH
14,2,0,KH
13,2,0,KH
12,2,0,KH
11,2,0,KH
10,2,0,KH
9,2,0,KH
8,2,0,KH
7,2,0,KH
6,2,0,KH
5,2,0,KH
4,2,0,KH
3,2,0,KH
2,2,0,KH
1,2,0,KH
31,1,0,KH
30,1,0,KH
29,1,0,KH
28,1,1,KH
27,1,0,KH
26,1,0,KH
25,1,0,KH
24,1,0,KH
23,1,0,KH
22,1,0,KH
21,1,0,KH
20,1,0,KH
19,1,0,KH
18,1,0,KH
17,1,0,KH
16,1,0,KH
15,1,0,KH
14,1,0,KH
13,1,0,KH
12,1,0,KH
11,1,0,KH
10,1,0,KH
9,1,0,KH
8,1,0,KH
7,1,0,KH
6,1,0,KH
5,1,0,KH
4,1,0,KH
3,1,0,KH
2,1,0,KH
1,1,0,KH
31,12,0,KH
24,3,29,CM
23,3,0,CM
22,3,0,CM
21,3,13,CM
20,3,4,CM
19,3,0,CM
18,3,6,CM
17,3,0,CM
16,3,1,CM
15,3,1,CM
9,3,1,CM
7,3,1,CM
24,3,216,CA
23,3,199,CA
22,3,260,CA
21,3,125,CA
20,3,156,CA
19,3,121,CA
18,3,145,CA
17,3,120,CA
16,3,60,CA
15,3,68,CA
14,3,38,CA
13,3,35,CA
12,3,10,CA
11,3,16,CA
10,3,15,CA
9,3,5,CA
8,3,6,CA
7,3,6,CA
6,3,12,CA
5,3,3,CA
4,3,3,CA
3,3,3,CA
2,3,4,CA
1,3,4,CA
29,2,2,CA
28,2,2,CA
27,2,1,CA
26,2,0,CA
25,2,2,CA
24,2,0,CA
23,2,0,CA
22,2,0,CA
21,2,1,CA
20,2,0,CA
19,2,0,CA
18,2,0,CA
17,2,0,CA
16,2,0,CA
15,2,1,CA
14,2,0,CA
13,2,0,CA
12,2,0,CA
11,2,0,CA
10,2,0,CA
9,2,0,CA
8,2,0,CA
7,2,2,CA
6,2,0,CA
5,2,1,CA
4,2,0,CA
3,2,0,CA
2,2,0,CA
1,2,1,CA
31,1,0,CA
30,1,0,CA
29,1,1,CA
28,1,1,CA
27,1,0,CA
26,1,1,CA
25,1,0,CA
24,1,0,CA
23,1,0,CA
22,1,0,CA
21,1,0,CA
20,1,0,CA
19,1,0,CA
18,1,0,CA
17,1,0,CA
16,1,0,CA
15,1,0,CA
14,1,0,CA
13,1,0,CA
12,1,0,CA
11,1,0,CA
10,1,0,CA
9,1,0,CA
8,1,0,CA
7,1,0,CA
6,1,0,CA
5,1,0,CA
4,1,0,CA
3,1,0,CA
2,1,0,CA
1,1,0,CA
31,12,0,CA
24,3,0,CV
23,3,0,CV
22,3,1,CV
21,3,2,CV
10,3,-9,JPG11668
2,3,0,JPG11668
1,3,0,JPG11668
29,2,0,JPG11668
28,2,0,JPG11668
27,2,14,JPG11668
26,2,0,JPG11668
25,2,0,JPG11668
24,2,57,JPG11668
23,2,0,JPG11668
22,2,0,JPG11668
21,2,13,JPG11668
20,2,79,JPG11668
19,2,88,JPG11668
18,2,99,JPG11668
17,2,0,JPG11668
16,2,134,JPG11668
15,2,0,JPG11668
14,2,47,JPG11668
13,2,0,JPG11668
12,2,39,JPG11668
11,2,65,JPG11668
10,2,6,JPG11668
9,2,0,JPG11668
8,2,3,JPG11668
7,2,41,JPG11668
6,2,10,JPG11668
5,2,10,JPG11668
4,2,0,JPG11668
3,2,0,JPG11668
2,2,0,JPG11668
1,2,0,JPG11668
31,1,0,JPG11668
30,1,0,JPG11668
29,1,0,JPG11668
28,1,0,JPG11668
27,1,0,JPG11668
26,1,0,JPG11668
25,1,0,JPG11668
24,1,0,JPG11668
23,1,0,JPG11668
22,1,0,JPG11668
21,1,0,JPG11668
20,1,0,JPG11668
19,1,0,JPG11668
18,1,0,JPG11668
17,1,0,JPG11668
16,1,0,JPG11668
15,1,0,JPG11668
14,1,0,JPG11668
13,1,0,JPG11668
12,1,0,JPG11668
11,1,0,JPG11668
10,1,0,JPG11668
9,1,0,JPG11668
8,1,0,JPG11668
7,1,0,JPG11668
6,1,0,JPG11668
5,1,0,JPG11668
4,1,0,JPG11668
3,1,0,JPG11668
2,1,0,JPG11668
1,1,0,JPG11668
31,12,0,JPG11668
24,3,0,KY
23,3,0,KY
22,3,0,KY
21,3,2,KY
20,3,1,KY
24,3,0,CF
23,3,1,CF
22,3,2,CF
21,3,0,CF
20,3,0,CF
19,3,0,CF
18,3,0,CF
17,3,0,CF
16,3,1,CF
24,3,0,TD
23,3,0,TD
22,3,1,TD
21,3,0,TD
20,3,1,TD
24,3,114,CL
23,3,95,CL
22,3,103,CL
21,3,92,CL
20,3,104,CL
19,3,37,CL
18,3,45,CL
17,3,81,CL
16,3,14,CL
15,3,18,CL
14,3,10,CL
13,3,10,CL
12,3,6,CL
11,3,4,CL
10,3,3,CL
9,3,5,CL
7,3,1,CL
6,3,1,CL
5,3,2,CL
4,3,1,CL
24,3,99,CN
23,3,150,CN
22,3,83,CN
21,3,79,CN
20,3,99,CN
19,3,75,CN
18,3,33,CN
17,3,110,CN
16,3,25,CN
15,3,22,CN
14,3,19,CN
13,3,22,CN
12,3,24,CN
11,3,29,CN
10,3,20,CN
9,3,45,CN
8,3,46,CN
7,3,101,CN
6,3,170,CN
5,3,117,CN
4,3,119,CN
3,3,127,CN
2,3,205,CN
1,3,574,CN
29,2,428,CN
28,2,329,CN
27,2,439,CN
26,2,410,CN
25,2,515,CN
24,2,218,CN
