Day,Month,Cases,Label
7,3,1,SM
6,3,7,SM
5,3,5,SM
4,3,2,SM
2,3,7,SM
1,3,0,SM
29,2,0,SM
28,2,1,SM
27,2,0,SM
26,2,0,SM
25,2,0,SM
24,2,0,SM
23,2,0,SM
22,2,0,SM
21,2,0,SM
20,2,0,SM
19,2,0,SM
18,2,0,SM
17,2,0,SM
16,2,0,SM
15,2,0,SM
14,2,0,SM
13,2,0,SM
12,2,0,SM
11,2,0,SM
10,2,0,SM
9,2,0,SM
8,2,0,SM
7,2,0,SM
6,2,0,SM
5,2,0,SM
4,2,0,SM
3,2,0,SM
2,2,0,SM
1,2,0,SM
31,1,0,SM
30,1,0,SM
29,1,0,SM
28,1,0,SM
27,1,0,SM
26,1,0,SM
25,1,0,SM
24,1,0,SM
23,1,0,SM
22,1,0,SM
21,1,0,SM
20,1,0,SM
19,1,0,SM
18,1,0,SM
17,1,0,SM
16,1,0,SM
15,1,0,SM
14,1,0,SM
13,1,0,SM
12,1,0,SM
11,1,0,SM
10,1,0,SM
9,1,0,SM
8,1,0,SM
7,1,0,SM
6,1,0,SM
5,1,0,SM
4,1,0,SM
3,1,0,SM
2,1,0,SM
1,1,0,SM
31,12,0,SM
24,3,51,SA
23,3,119,SA
22,3,118,SA
21,3,36,SA
20,3,67,SA
19,3,38,SA
18,3,0,SA
17,3,15,SA
16,3,32,SA
15,3,0,SA
14,3,24,SA
13,3,17,SA
12,3,25,SA
11,3,5,SA
10,3,4,SA
9,3,4,SA
8,3,2,SA
6,3,4,SA
3,3,1,SA
24,3,12,SN
23,3,11,SN
22,3,9,SN
21,3,11,SN
20,3,0,SN
19,3,5,SN
18,3,4,SN
17,3,1,SN
16,3,5,SN
15,3,2,SN
14,3,13,SN
13,3,2,SN
6,3,1,SN
5,3,2,SN
3,3,1,SN
24,3,34,RS
23,3,39,RS
22,3,14,RS
21,3,9,RS
20,3,32,RS
19,3,22,RS
18,3,15,RS
17,3,2,RS
16,3,9,RS
15,3,5,RS
14,3,17,RS
13,3,6,RS
12,3,13,RS
11,3,4,RS
7,3,1,RS
24,3,0,SC
23,3,0,SC
22,3,0,SC
21,3,1,SC
20,3,0,SC
19,3,2,SC
18,3,0,SC
17,3,1,SC
16,3,1,SC
15,3,2,SC
24,3,54,SG
23,3,23,SG
22,3,47,SG
21,3,40,SG
20,3,32,SG
19,3,47,SG
18,3,23,SG
17,3,17,SG
16,3,12,SG
15,3,14,SG
14,3,13,SG
13,3,9,SG
12,3,12,SG
11,3,6,SG
10,3,10,SG
9,3,12,SG
8,3,8,SG
7,3,13,SG
6,3,5,SG
5,3,2,SG
4,3,2,SG
3,3,2,SG
2,3,4,SG
1,3,4,SG
29,2,2,SG
28,2,3,SG
27,2,2,SG
26,2,1,SG
25,2,1,SG
24,2,0,SG
23,2,3,SG
22,2,1,SG
21,2,1,SG
20,2,3,SG
19,2,4,SG
18,2,2,SG
17,2,3,SG
16,2,5,SG
15,2,9,SG
14,2,8,SG
13,2,3,SG
12,2,2,SG
11,2,2,SG
10,2,3,SG
9,2,7,SG
8,2,3,SG
7,2,2,SG
6,2,4,SG
5,2,6,SG
4,2,0,SG
3,2,0,SG
2,2,2,SG
1,2,3,SG
31,1,3,SG
30,1,3,SG
29,1,2,SG
28,1,1,SG
27,1,0,SG
26,1,1,SG
25,1,0,SG
24,1,3,SG
23,1,0,SG
22,1,0,SG
21,1,0,SG
20,1,0,SG
19,1,0,SG
18,1,0,SG
17,1,0,SG
16,1,0,SG
15,1,0,SG
14,1,0,SG
13,1,0,SG
12,1,0,SG
11,1,0,SG
10,1,0,SG
9,1,0,SG
8,1,0,SG
7,1,0,SG
6,1,0,SG
5,1,0,SG
4,1,0,SG
3,1,0,SG
2,1,0,SG
1,1,0,SG
31,12,0,SG
24,3,6,SK
23,3,7,SK
22,3,41,SK
21,3,14,SK
20,3,16,SK
19,3,10,SK
18,3,13,SK
17,3,23,SK
16,3,17,SK
15,3,14,SK
14,3,9,SK
13,3,11,SK
12,3,3,SK
11,3,2,SK
9,3,2,SK
8,3,2,SK
7,3,1,SK
24,3,28,SI
23,3,31,SI
22,3,42,SI
21,3,22,SI
20,3,33,SI
19,3,11,SI
18,3,22,SI
17,3,34,SI
16,3,38,SI
15,3,40,SI
14,3,45,SI
13,3,39,SI
12,3,26,SI
11,3,15,SI
9,3,4,SI
8,3,3,SI
7,3,3,SI
6,3,5,SI
5,3,1,SI
24,3,0,SO
23,3,0,SO
22,3,0,SO
21,3,0,SO
20,3,0,SO
19,3,0,SO
18,3,0,SO
17,3,1,SO
24,3,128,ZA
23,3,34,ZA
22,3,35,ZA
21,3,55,ZA
20,3,34,ZA
19,3,31,ZA
18,3,23,ZA
17,3,11,ZA
16,3,27,ZA
15,3,0,ZA
14,3,7,ZA
13,3,4,ZA
12,3,6,ZA
10,3,4,ZA
9,3,1,ZA
8,3,1,ZA
6,3,1,ZA
24,3,76,KR
23,3,64,KR
22,3,98,KR
21,3,147,KR
20,3,87,KR
19,3,152,KR
18,3,93,KR
17,3,84,KR
16,3,74,KR
15,3,76,KR
14,3,107,KR
13,3,110,KR
12,3,114,KR
11,3,242,KR
10,3,131,KR
9,3,248,KR
8,3,367,KR
7,3,483,KR
6,3,518,KR
5,3,438,KR
4,3,516,KR
3,3,600,KR
2,3,686,KR
1,3,595,KR
29,2,909,KR
28,2,427,KR
27,2,449,KR
26,2,254,KR
25,2,130,KR
24,2,161,KR
23,2,256,KR
22,2,190,KR
21,2,75,KR
20,2,34,KR
19,2,15,KR
18,2,1,KR
17,2,1,KR
16,2,1,KR
15,2,0,KR
14,2,0,KR
13,2,0,KR
12,2,0,KR
11,2,1,KR
10,2,2,KR
9,2,1,KR
8,2,0,KR
7,2,1,KR
6,2,5,KR
5,2,2,KR
4,2,1,KR
3,2,0,KR
2,2,3,KR
1,2,5,KR
31,1,3,KR
30,1,0,KR
29,1,0,KR
28,1,0,KR
27,1,1,KR
26,1,1,KR
25,1,0,KR
24,1,1,KR
23,1,0,KR
22,1,0,KR
21,1,0,KR
20,1,1,KR
19,1,0,KR
18,1,0,KR
17,1,0,KR
16,1,0,KR
15,1,0,KR
14,1,0,KR
13,1,0,KR
12,1,0,KR
11,1,0,KR
10,1,0,KR
9,1,0,KR
8,1,0,KR
7,1,0,KR
6,1,0,KR
5,1,0,KR
4,1,0,KR
3,1,0,KR
2,1,0,KR
1,1,0,KR
31,12,0,KR
24,3,4517,ES
23,3,3646,ES
22,3,4946,ES
21,3,2833,ES
20,3,3431,ES
19,3,2538,ES
18,3,1987,ES
17,3,1438,ES
16,3,2000,ES
15,3,1522,ES
14,3,1227,ES
13,3,864,ES
12,3,501,ES
11,3,435,ES
10,3,615,ES
9,3,159,ES
8,3,56,ES
7,3,113,ES
6,3,61,ES
5,3,49,ES
4,3,37,ES
3,3,31,ES
2,3,17,ES
1,3,32,ES
29,2,9,ES
28,2,13,ES
27,2,5,ES
26,2,4,ES
25,2,1,ES
24,2,0,ES
23,2,0,ES
22,2,0,ES
21,2,0,ES
20,2,0,ES
19,2,0,ES
18,2,0,ES
17,2,0,ES
16,2,0,ES
15,2,0,ES
14,2,0,ES
13,2,0,ES
12,2,0,ES
11,2,0,ES
10,2,1,ES
9,2,0,ES
8,2,0,ES
7,2,0,ES
6,2,0,ES
5,2,0,ES
4,2,0,ES
3,2,0,ES
2,2,0,ES
1,2,1,ES
31,1,0,ES
30,1,0,ES
29,1,0,ES
28,1,0,ES
27,1,0,ES
26,1,0,ES
25,1,0,ES
24,1,0,ES
23,1,0,ES
22,1,0,ES
21,1,0,ES
20,1,0,ES
19,1,0,ES
18,1,0,ES
17,1,0,ES
16,1,0,ES
15,1,0,ES
14,1,0,ES
13,1,0,ES
12,1,0,ES
11,1,0,ES
10,1,0,ES
9,1,0,ES
8,1,0,ES
7,1,0,ES
6,1,0,ES
5,1,0,ES
4,1,0,ES
3,1,0,ES
2,1,0,ES
1,1,0,ES
31,12,0,ES
24,3,10,LK
23,3,9,LK
22,3,12,LK
21,3,13,LK
20,3,11,LK
19,3,0,LK
18,3,13,LK
17,3,10,LK
16,3,8,LK
15,3,5,LK
14,3,3,LK
13,3,1,LK
12,3,1,LK
2,3,0,LK
1,3,0,LK
29,2,0,LK
28,2,0,LK
27,2,0,LK
26,2,0,LK
25,2,0,LK
24,2,0,LK
23,2,0,LK
22,2,0,LK
21,2,0,LK
20,2,0,LK
19,2,0,LK
18,2,0,LK
17,2,0,LK
16,2,0,LK
15,2,0,LK
14,2,0,LK
13,2,0,LK
12,2,0,LK
11,2,0,LK
10,2,0,LK
9,2,0,LK
8,2,0,LK
7,2,0,LK
6,2,0,LK
5,2,0,LK
4,2,0,LK
3,2,0,LK
2,2,0,LK
1,2,0,LK
31,1,0,LK
30,1,0,LK
29,1,0,LK
28,1,1,LK
27,1,0,LK
26,1,0,LK
25,1,0,LK
24,1,0,LK
23,1,0,LK
22,1,0,LK
21,1,0,LK
20,1,0,LK
19,1,0,LK
18,1,0,LK
17,1,0,LK
16,1,0,LK
15,1,0,LK
14,1,0,LK
13,1,0,LK
12,1,0,LK
11,1,0,LK
10,1,0,LK
9,1,0,LK
8,1,0,LK
7,1,0,LK
6,1,0,LK
5,1,0,LK
4,1,0,LK
3,1,0,LK
2,1,0,LK
1,1,0,LK
31,12,0,LK
24,3,0,SD
23,3,0,SD
22,3,0,SD
21,3,0,SD
20,3,0,SD
19,3,1,SD
18,3,0,SD
17,3,0,SD
16,3,0,SD
15,3,0,SD
14,3,1,SD
24,3,1,SR
23,3,0,SR
22,3,4,SR
21,3,0,SR
15,3,1,SR
24,3,110,SE
23,3,160,SE
22,3,123,SE
21,3,200,SE
20,3,122,SE
19,3,134,SE
18,3,46,SE
17,3,89,SE
16,3,108,SE
15,3,149,SE
14,3,155,SE
13,3,158,SE
12,3,136,SE
11,3,78,SE
10,3,45,SE
9,3,42,SE
8,3,24,SE
7,3,76,SE
6,3,26,SE
5,3,11,SE
4,3,9,SE
3,3,1,SE
2,3,1,SE
1,3,1,SE
29,2,5,SE
28,2,5,SE
27,2,1,SE
26,2,0,SE
25,2,0,SE
24,2,0,SE
23,2,0,SE
22,2,0,SE
21,2,0,SE
20,2,0,SE
19,2,0,SE
18,2,0,SE
17,2,0,SE
16,2,0,SE
15,2,0,SE
14,2,0,SE
13,2,0,SE
12,2,0,SE
11,2,0,SE
10,2,0,SE
9,2,0,SE
8,2,0,SE
7,2,0,SE
6,2,0,SE
5,2,0,SE
4,2,0,SE
3,2,0,SE
2,2,0,SE
1,2,1,SE
31,1,0,SE
30,1,0,SE
29,1,0,SE
28,1,0,SE
27,1,0,SE
26,1,0,SE
25,1,0,SE
24,1,0,SE
23,1,0,SE
22,1,0,SE
21,1,0,SE
20,1,0,SE
19,1,0,SE
18,1,0,SE
17,1,0,SE
16,1,0,SE
15,1,0,SE
14,1,0,SE
13,1,0,SE
12,1,0,SE
11,1,0,SE
10,1,0,SE
9,1,0,SE
8,1,0,SE
7,1,0,SE
6,1,0,SE
5,1,0,SE
4,1,0,SE
3,1,0,SE
2,1,0,SE
1,1,0,SE
31,12,0,SE
24,3,1044,CH
23,3,894,CH
22,3,1237,CH
21,3,952,CH
20,3,878,CH
19,3,360,CH
18,3,450,CH
17,3,0,CH
16,3,841,CH
15,3,238,CH
14,3,267,CH
13,3,212,CH
12,3,152,CH
11,3,116,CH
10,3,42,CH
9,3,68,CH
8,3,55,CH
7,3,122,CH
6,3,30,CH
5,3,20,CH
4,3,7,CH
3,3,6,CH
2,3,6,CH
1,3,6,CH
29,2,4,CH
28,2,7,CH
27,2,0,CH
26,2,1,CH
25,2,0,CH
24,2,0,CH
23,2,0,CH
22,2,0,CH
21,2,0,CH
20,2,0,CH
19,2,0,CH
18,2,0,CH
17,2,0,CH
16,2,0,CH
15,2,0,CH
14,2,0,CH
13,2,0,CH
12,2,0,CH
11,2,0,CH
10,2,0,CH
9,2,0,CH
8,2,0,CH
7,2,0,CH
6,2,0,CH
5,2,0,CH
4,2,0,CH
3,2,0,CH
2,2,0,CH
1,2,0,CH
31,1,0,CH
30,1,0,CH
29,1,0,CH
28,1,0,CH
27,1,0,CH
26,1,0,CH
25,1,0,CH
24,1,0,CH
23,1,0,CH
22,1,0,CH
21,1,0,CH
20,1,0,CH
19,1,0,CH
18,1,0,CH
17,1,0,CH
16,1,0,CH
15,1,0,CH
14,1,0,CH
13,1,0,CH
12,1,0,CH
11,1,0,CH
10,1,0,CH
9,1,0,CH
8,1,0,CH
7,1,0,CH
6,1,0,CH
5,1,0,CH
4,1,0,CH
3,1,0,CH
2,1,0,CH
1,1,0,CH
31,12,0,CH
24,3,0,SY
23,3,1,SY
24,3,30,TW
23,3,12,TW
22,3,18,TW
21,3,27,TW
20,3,0,TW
19,3,31,TW
18,3,10,TW
17,3,8,TW
16,3,0,TW
15,3,6,TW
14,3,4,TW
13,3,1,TW
12,3,0,TW
11,3,3,TW
9,3,0,TW
8,3,0,TW
7,3,1,TW
6,3,2,TW
4,3,1,TW
3,3,1,TW
2,3,0,TW
1,3,1,TW
29,2,5,TW
28,2,2,TW
27,2,1,TW
26,2,1,TW
25,2,2,TW
24,2,2,TW
23,2,0,TW
22,2,2,TW
21,2,0,TW
20,2,2,TW
19,2,0,TW
18,2,2,TW
17,2,2,TW
16,2,0,TW
15,2,0,TW
14,2,0,TW
13,2,0,TW
12,2,0,TW
11,2,0,TW
10,2,0,TW
9,2,1,TW
8,2,1,TW
7,2,5,TW
6,2,0,TW
5,2,1,TW
4,2,0,TW
3,2,0,TW
2,2,0,TW
1,2,1,TW
31,1,1,TW
30,1,0,TW
29,1,1,TW
28,1,2,TW
27,1,2,TW
26,1,0,TW
25,1,2,TW
24,1,0,TW
23,1,0,TW
22,1,0,TW
21,1,1,TW
20,1,0,TW
19,1,0,TW
18,1,0,TW
17,1,0,TW
16,1,0,TW
15,1,0,TW
14,1,0,TW
13,1,0,TW
12,1,0,TW
11,1,0,TW
10,1,0,TW
9,1,0,TW
8,1,0,TW
7,1,0,TW
6,1,0,TW
5,1,0,TW
4,1,0,TW
3,1,0,TW
2,1,0,TW
1,1,0,TW
31,12,0,TW
24,3,106,TH
23,3,122,TH
22,3,233,TH
21,3,154,TH
20,3,35,TH
19,3,0,TH
18,3,0,TH
17,3,63,TH
16,3,32,TH
15,3,0,TH
14,3,12,TH
12,3,11,TH
11,3,9,TH
7,3,3,TH
5,3,4,TH
2,3,1,TH
1,3,0,TH
29,2,2,TH
28,2,0,TH
27,2,0,TH
26,2,3,TH
25,2,2,TH
24,2,0,TH
23,2,0,TH
22,2,0,TH
21,2,0,TH
20,2,0,TH
19,2,0,TH
18,2,1,TH
17,2,0,TH
16,2,0,TH
15,2,1,TH
14,2,0,TH
13,2,0,TH
12,2,1,TH
11,2,0,TH
10,2,0,TH
9,2,0,TH
8,2,7,TH
7,2,0,TH
6,2,0,TH
5,2,6,TH
4,2,0,TH
3,2,0,TH
2,2,0,TH
1,2,5,TH
31,1,0,TH
30,1,0,TH
29,1,0,TH
28,1,6,TH
27,1,3,TH
26,1,0,TH
25,1,1,TH
24,1,0,TH
23,1,0,TH
22,1,2,TH
21,1,0,TH
20,1,0,TH
19,1,0,TH
18,1,0,TH
17,1,1,TH
16,1,0,TH
15,1,0,TH
14,1,0,TH
13,1,1,TH
12,1,0,TH
11,1,0,TH
10,1,0,TH
9,1,0,TH
8,1,0,TH
7,1,0,TH
6,1,0,TH
5,1,0,TH
4,1,0,TH
3,1,0,TH
2,1,0,TH
1,1,0,TH
31,12,0,TH
24,3,0,TL
23,3,0,TL
22,3,1,TL
24,3,3,TG
23,3,0,TG
22,3,6,TG
21,3,8,TG
20,3,0,TG
19,3,0,TG
18,3,0,TG
17,3,0,TG
16,3,0,TG
15,3,0,TG
7,3,1,TG
24,3,1,TT
23,3,1,TT
22,3,40,TT
21,3,0,TT
20,3,0,TT
19,3,2,TT
18,3,2,TT
17,3,1,TT
16,3,2,TT
15,3,0,TT
14,3,1,TT
13,3,1,TT
24,3,14,TN
23,3,15,TN
22,3,6,TN
21,3,15,TN
20,3,10,TN
19,3,5,TN
18,3,4,TN
17,3,2,TN
16,3,2,TN
15,3,0,TN
14,3,3,TN
13,3,6,TN
12,3,2,TN
11,3,3,TN
10,3,1,TN
3,3,1,TN
24,3,293,TR
23,3,289,TR
22,3,277,TR
21,3,311,TR
20,3,168,TR
19,3,93,TR
18,3,51,TR
17,3,29,TR
16,3,16,TR
13,3,1,TR
12,3,1,TR
24,3,8,UG
23,3,0,UG
22,3,1,UG
24,3,26,UA
23,3,6,UA
22,3,15,UA
21,3,0,UA
20,3,7,UA
19,3,5,UA
18,3,9,UA
17,3,2,UA
16,3,0,UA
13,3,2,UA
4,3,1,UA
24,3,45,AE
23,3,0,AE
22,3,13,AE
21,3,0,AE
20,3,27,AE
19,3,0,AE
18,3,15,AE
17,3,12,AE
16,3,1,AE
15,3,0,AE
13,3,11,AE
11,3,15,AE
10,3,14,AE
8,3,16,AE
6,3,2,AE
4,3,6,AE
2,3,0,AE
1,3,2,AE
29,2,0,AE
28,2,6,AE
27,2,0,AE
26,2,0,AE
25,2,0,AE
24,2,0,AE
23,2,2,AE
22,2,2,AE
21,2,0,AE
20,2,0,AE
19,2,0,AE
18,2,0,AE
17,2,1,AE
16,2,0,AE
15,2,0,AE
14,2,0,AE
13,2,0,AE
12,2,0,AE
11,2,1,AE
10,2,0,AE
9,2,0,AE
8,2,2,AE
7,2,0,AE
6,2,0,AE
5,2,0,AE
4,2,0,AE
3,2,0,AE
2,2,1,AE
1,2,0,AE
31,1,0,AE
30,1,3,AE
29,1,0,AE
28,1,0,AE
27,1,1,AE
26,1,0,AE
25,1,0,AE
24,1,0,AE
23,1,0,AE
22,1,0,AE
21,1,0,AE
20,1,0,AE
19,1,0,AE
18,1,0,AE
17,1,0,AE
16,1,0,AE
15,1,0,AE
14,1,0,AE
13,1,0,AE
12,1,0,AE
11,1,0,AE
10,1,0,AE
9,1,0,AE
8,1,0,AE
7,1,0,AE
6,1,0,AE
5,1,0,AE
4,1,0,AE
3,1,0,AE
2,1,0,AE
1,1,0,AE
31,12,0,AE
24,3,967,UK
23,3,665,UK
22,3,1035,UK
21,3,706,UK
20,3,647,UK
19,3,680,UK
18,3,407,UK
17,3,152,UK
16,3,251,UK
15,3,433,UK
14,3,117,UK
13,3,134,UK
12,3,83,UK
11,3,52,UK
10,3,48,UK
9,3,67,UK
8,3,43,UK
7,3,48,UK
6,3,30,UK
5,3,34,UK
4,3,11,UK
3,3,4,UK
2,3,13,UK
1,3,5,UK
29,2,2,UK
28,2,3,UK
27,2,0,UK
26,2,0,UK
25,2,0,UK
24,2,4,UK
23,2,0,UK
22,2,0,UK
21,2,0,UK
20,2,0,UK
19,2,0,UK
18,2,0,UK
17,2,0,UK
16,2,0,UK
15,2,0,UK
14,2,0,UK
13,2,1,UK
12,2,0,UK
11,2,4,UK
10,2,0,UK
9,2,1,UK
8,2,0,UK
7,2,1,UK
6,2,0,UK
5,2,0,UK
4,2,0,UK
3,2,0,UK
2,2,0,UK
1,2,0,UK
31,1,2,UK
30,1,0,UK
29,1,0,UK
28,1,0,UK
27,1,0,UK
26,1,0,UK
25,1,0,UK
24,1,0,UK
23,1,0,UK
22,1,0,UK
21,1,0,UK
20,1,0,UK
19,1,0,UK
18,1,0,UK
17,1,0,UK
16,1,0,UK
15,1,0,UK
14,1,0,UK
13,1,0,UK
12,1,0,UK
11,1,0,UK
10,1,0,UK
9,1,0,UK
8,1,0,UK
7,1,0,UK
6,1,0,UK
5,1,0,UK
4,1,0,UK
3,1,0,UK
2,1,0,UK
1,1,0,UK
31,12,0,UK
24,3,0,TZ
23,3,6,TZ
22,3,3,TZ
21,3,0,TZ
20,3,0,TZ
19,3,2,TZ
18,3,0,TZ
17,3,1,TZ
24,3,11236,US
23,3,8459,US
22,3,7123,US
21,3,5374,US
20,3,4835,US
19,3,2988,US
18,3,1766,US
17,3,887,US
16,3,823,US
15,3,777,US
14,3,511,US
13,3,351,US
12,3,287,US
11,3,271,US
10,3,200,US
9,3,121,US
8,3,95,US
7,3,105,US
6,3,74,US
5,3,34,US
4,3,22,US
3,3,14,US
2,3,20,US
1,3,3,US
29,2,6,US
28,2,1,US
27,2,6,US
26,2,0,US
25,2,18,US
24,2,0,US
23,2,0,US
22,2,19,US
21,2,1,US
20,2,0,US
19,2,0,US
18,2,0,US
17,2,0,US
16,2,0,US
15,2,0,US
14,2,1,US
13,2,1,US
12,2,0,US
11,2,1,US
10,2,0,US
9,2,0,US
8,2,0,US
7,2,0,US
6,2,1,US
5,2,0,US
4,2,0,US
3,2,3,US
2,2,1,US
1,2,1,US
31,1,1,US
30,1,0,US
29,1,0,US
28,1,0,US
27,1,3,US
26,1,0,US
25,1,1,US
24,1,0,US
23,1,0,US
22,1,0,US
21,1,1,US
20,1,0,US
19,1,0,US
18,1,0,US
17,1,0,US
16,1,0,US
15,1,0,US
14,1,0,US
13,1,0,US
12,1,0,US
11,1,0,US
10,1,0,US
9,1,0,US
8,1,0,US
7,1,0,US
6,1,0,US
5,1,0,US
4,1,0,US
3,1,0,US
2,1,0,US
1,1,0,US
31,12,0,US
24,3,17,VI
24,3,4,UY
23,3,23,UY
22,3,25,UY
21,3,16,UY
20,3,15,UY
19,3,29,UY
18,3,21,UY
17,3,21,UY
16,3,2,UY
15,3,6,UY
24,3,3,UZ
23,3,13,UZ
22,3,0,UZ
21,3,10,UZ
20,3,0,UZ
19,3,7,UZ
18,3,8,UZ
17,3,2,UZ
16,3,6,UZ
24,3,48,VE
23,3,0,VE
22,3,0,VE
21,3,3,VE
20,3,0,VE
19,3,0,VE
18,3,0,VE
17,3,18,VE
16,3,5,VE
15,3,10,VE
24,3,5,VN
23,3,24,VN
22,3,7,VN
21,3,2,VN
20,3,9,VN
19,3,15,VN
18,3,0,VN
17,3,4,VN
16,3,4,VN
15,3,4,VN
14,3,5,VN
13,3,5,VN
12,3,4,VN
11,3,4,VN
10,3,1,VN
9,3,9,VN
8,3,4,VN
7,3,1,VN
2,3,0,VN
1,3,0,VN
29,2,0,VN
28,2,0,VN
27,2,0,VN
26,2,0,VN
25,2,0,VN
24,2,0,VN
23,2,0,VN
22,2,0,VN
21,2,0,VN
20,2,0,VN
19,2,0,VN
18,2,0,VN
17,2,0,VN
16,2,0,VN
15,2,0,VN
14,2,0,VN
13,2,1,VN
12,2,0,VN
11,2,1,VN
10,2,0,VN
9,2,1,VN
8,2,1,VN
7,2,2,VN
6,2,0,VN
5,2,1,VN
4,2,1,VN
3,2,1,VN
2,2,2,VN
1,2,0,VN
31,1,3,VN
30,1,0,VN
29,1,0,VN
28,1,0,VN
27,1,0,VN
26,1,0,VN
25,1,0,VN
24,1,2,VN
23,1,0,VN
22,1,0,VN
21,1,0,VN
20,1,0,VN
19,1,0,VN
18,1,0,VN
17,1,0,VN
16,1,0,VN
15,1,0,VN
14,1,0,VN
13,1,0,VN
12,1,0,VN
11,1,0,VN
10,1,0,VN
9,1,0,VN
8,1,0,VN
7,1,0,VN
6,1,0,VN
5,1,0,VN
4,1,0,VN
3,1,0,VN
2,1,0,VN
1,1,0,VN
31,12,0,VN
24,3,0,ZM
23,3,1,ZM
22,3,0,ZM
21,3,0,ZM
20,3,0,ZM
19,3,2,ZM
24,3,0,ZW
23,3,0,ZW
22,3,1,ZW
21,3,1,ZW